date,start_time,close
06/10/2024 09:00,1718010004,0.555
06/10/2024 10:00,1718013602,0.555
06/10/2024 11:00,1718017203,0.555
06/10/2024 12:00,1718020803,0.555
06/10/2024 13:00,1718024403,0.555
06/10/2024 14:00,1718028003,0.555
06/10/2024 15:00,1718031603,0.565
06/10/2024 16:00,1718035204,0.565
06/10/2024 17:00,1718038804,0.565
06/10/2024 18:00,1718042403,0.565
06/10/2024 19:00,1718046004,0.565
06/10/2024 20:00,1718049604,0.565
06/10/2024 21:00,1718053203,0.565
06/10/2024 22:00,1718056804,0.565
06/10/2024 23:00,1718060403,0.565
06/11/2024 00:00,1718064002,0.565
06/11/2024 01:00,1718067604,0.565
06/11/2024 02:00,1718071204,0.565
06/11/2024 03:00,1718074803,0.565
06/11/2024 04:00,1718078404,0.565
06/11/2024 05:00,1718082004,0.565
06/11/2024 06:00,1718085603,0.565
06/11/2024 07:00,1718089203,0.565
06/11/2024 08:00,1718092804,0.565
06/11/2024 09:00,1718096404,0.565
06/11/2024 10:00,1718100003,0.565
06/11/2024 11:00,1718103603,0.565
06/11/2024 12:00,1718107203,0.565
06/11/2024 13:00,1718110804,0.565
06/11/2024 14:00,1718114403,0.565
06/11/2024 15:00,1718118003,0.565
06/11/2024 16:00,1718121603,0.565
06/11/2024 17:00,1718125203,0.565
06/11/2024 18:00,1718128804,0.555
06/11/2024 19:00,1718132403,0.555
06/11/2024 20:00,1718136003,0.555
06/11/2024 21:00,1718139604,0.555
06/11/2024 22:00,1718143204,0.555
06/11/2024 23:00,1718146803,0.555
06/12/2024 00:00,1718150403,0.555
06/12/2024 01:00,1718154003,0.555
06/12/2024 02:00,1718157603,0.555
06/12/2024 03:00,1718161203,0.555
06/12/2024 04:00,1718164803,0.555
06/12/2024 05:00,1718168402,0.555
06/12/2024 06:00,1718172004,0.555
06/12/2024 07:00,1718175602,0.555
06/12/2024 08:00,1718179203,0.555
06/12/2024 09:00,1718182803,0.555
06/12/2024 10:00,1718186404,0.555
06/12/2024 11:00,1718190004,0.555
06/12/2024 12:00,1718193604,0.555
06/12/2024 13:00,1718197203,0.555
06/12/2024 14:00,1718200803,0.555
06/12/2024 15:00,1718204403,0.565
06/12/2024 16:00,1718208003,0.565
06/12/2024 17:00,1718211603,0.565
06/12/2024 18:00,1718215204,0.565
06/12/2024 19:00,1718218803,0.565
06/12/2024 20:00,1718222403,0.565
06/12/2024 21:00,1718226003,0.565
06/12/2024 22:00,1718229603,0.565
06/12/2024 23:00,1718233203,0.565
06/13/2024 00:00,1718236803,0.565
06/13/2024 01:00,1718240403,0.565
06/13/2024 02:00,1718244003,0.565
06/13/2024 03:00,1718247603,0.565
06/13/2024 04:00,1718251204,0.565
06/13/2024 05:00,1718254803,0.565
06/13/2024 06:00,1718258402,0.565
06/13/2024 07:00,1718262003,0.565
06/13/2024 08:00,1718265603,0.565
06/13/2024 09:00,1718269202,0.565
06/13/2024 10:00,1718272803,0.565
06/13/2024 11:00,1718276403,0.565
06/13/2024 12:00,1718280003,0.565
06/13/2024 13:00,1718283604,0.565
06/13/2024 14:00,1718287203,0.565
06/13/2024 15:00,1718290803,0.565
06/13/2024 16:00,1718294404,0.565
06/13/2024 17:00,1718298003,0.565
06/13/2024 18:00,1718301602,0.565
06/13/2024 19:00,1718305203,0.565
06/13/2024 20:00,1718308803,0.565
06/13/2024 21:00,1718312403,0.565
06/13/2024 22:00,1718316003,0.565
06/13/2024 23:00,1718319604,0.565
06/14/2024 00:00,1718323203,0.565
06/14/2024 01:00,1718326802,0.565
06/14/2024 02:00,1718330403,0.565
06/14/2024 03:00,1718334003,0.565
06/14/2024 04:00,1718337603,0.565
06/14/2024 05:00,1718341203,0.565
06/14/2024 06:00,1718344803,0.555
06/14/2024 07:00,1718348403,0.555
06/14/2024 08:00,1718352004,0.555
06/14/2024 09:00,1718355603,0.555
06/14/2024 10:00,1718359203,0.555
06/14/2024 11:00,1718362803,0.555
06/14/2024 12:00,1718366403,0.555
06/14/2024 13:00,1718370004,0.555
06/14/2024 14:00,1718373603,0.555
06/14/2024 15:00,1718377204,0.555
06/14/2024 16:00,1718380803,0.555
06/14/2024 17:00,1718384403,0.555
06/14/2024 18:00,1718388003,0.555
06/14/2024 19:00,1718391603,0.565
06/14/2024 20:00,1718395203,0.565
06/14/2024 21:00,1718398803,0.565
06/14/2024 22:00,1718402403,0.565
06/14/2024 23:00,1718406003,0.565
06/15/2024 00:00,1718409604,0.565
06/15/2024 01:00,1718413204,0.565
06/15/2024 02:00,1718416803,0.565
06/15/2024 03:00,1718420404,0.565
06/15/2024 04:00,1718424003,0.565
06/15/2024 05:00,1718427604,0.565
06/15/2024 06:00,1718431203,0.565
06/15/2024 07:00,1718434804,0.565
06/15/2024 08:00,1718438404,0.565
06/15/2024 09:00,1718442004,0.565
06/15/2024 10:00,1718445604,0.565
06/15/2024 11:00,1718449204,0.565
06/15/2024 12:00,1718452803,0.565
06/15/2024 13:00,1718456404,0.565
06/15/2024 14:00,1718460004,0.565
06/15/2024 15:00,1718463604,0.565
06/15/2024 16:00,1718467203,0.565
06/15/2024 17:00,1718470803,0.565
06/15/2024 18:00,1718474404,0.565
06/15/2024 19:00,1718478004,0.565
06/15/2024 20:00,1718481604,0.565
06/15/2024 21:00,1718485204,0.565
06/15/2024 22:00,1718488803,0.565
06/15/2024 23:00,1718492404,0.565
06/16/2024 00:00,1718496004,0.565
06/16/2024 01:00,1718499603,0.565
06/16/2024 02:00,1718503203,0.565
06/16/2024 03:00,1718506804,0.565
06/16/2024 04:00,1718510403,0.565
06/16/2024 05:00,1718514004,0.565
06/16/2024 06:00,1718517603,0.565
06/16/2024 07:00,1718521204,0.565
06/16/2024 08:00,1718524804,0.565
06/16/2024 09:00,1718528404,0.565
06/16/2024 10:00,1718532004,0.565
06/16/2024 11:00,1718535604,0.565
06/16/2024 12:00,1718539203,0.565
06/16/2024 13:00,1718542803,0.565
06/16/2024 14:00,1718546403,0.565
06/16/2024 15:00,1718550003,0.565
06/16/2024 16:00,1718553604,0.565
06/16/2024 17:00,1718557203,0.565
06/16/2024 18:00,1718560803,0.565
06/16/2024 19:00,1718564403,0.565
06/16/2024 20:00,1718568003,0.565
06/16/2024 21:00,1718571603,0.565
06/16/2024 22:00,1718575203,0.565
06/16/2024 23:00,1718578804,0.565
06/17/2024 00:00,1718582404,0.565
06/17/2024 01:00,1718586004,0.565
06/17/2024 02:00,1718589603,0.565
06/17/2024 03:00,1718593203,0.565
06/17/2024 04:00,1718596804,0.565
06/17/2024 05:00,1718600404,0.565
06/17/2024 06:00,1718604003,0.565
06/17/2024 07:00,1718607604,0.565
06/17/2024 08:00,1718611204,0.565
06/17/2024 09:00,1718614804,0.565
06/17/2024 10:00,1718618403,0.565
06/17/2024 11:00,1718622003,0.565
06/17/2024 12:00,1718625603,0.565
06/17/2024 13:00,1718629203,0.565
06/17/2024 14:00,1718632803,0.565
06/17/2024 15:00,1718636403,0.565
06/17/2024 16:00,1718640003,0.565
06/17/2024 17:00,1718643603,0.565
06/17/2024 18:00,1718647203,0.565
06/17/2024 19:00,1718650804,0.565
06/17/2024 20:00,1718654403,0.565
06/17/2024 21:00,1718658003,0.565
06/17/2024 22:00,1718661603,0.565
06/17/2024 23:00,1718665203,0.565
06/18/2024 00:00,1718668803,0.565
06/18/2024 01:00,1718672403,0.565
06/18/2024 02:00,1718676003,0.565
06/18/2024 03:00,1718679603,0.565
06/18/2024 04:00,1718683203,0.565
06/18/2024 05:00,1718686803,0.565
06/18/2024 06:00,1718690402,0.565
06/18/2024 07:00,1718694004,0.565
06/18/2024 08:00,1718697604,0.565
06/18/2024 09:00,1718701203,0.565
06/18/2024 10:00,1718704803,0.565
06/18/2024 11:00,1718708404,0.565
06/18/2024 12:00,1718712003,0.565
06/18/2024 13:00,1718715602,0.565
06/18/2024 14:00,1718719202,0.565
06/18/2024 15:00,1718722803,0.565
06/18/2024 16:00,1718726402,0.565
06/18/2024 17:00,1718730003,0.565
06/18/2024 18:00,1718733604,0.565
06/18/2024 19:00,1718737203,0.565
06/18/2024 20:00,1718740803,0.565
06/18/2024 21:00,1718744402,0.565
06/18/2024 22:00,1718748003,0.565
06/18/2024 23:00,1718751604,0.565
06/19/2024 00:00,1718755203,0.565
06/19/2024 01:00,1718758802,0.565
06/19/2024 02:00,1718762404,0.565
06/19/2024 03:00,1718766003,0.565
06/19/2024 04:00,1718769603,0.565
06/19/2024 05:00,1718773204,0.565
06/19/2024 06:00,1718776803,0.565
06/19/2024 07:00,1718780403,0.565
06/19/2024 08:00,1718784003,0.565
06/19/2024 09:00,1718787604,0.565
06/19/2024 10:00,1718791203,0.565
06/19/2024 11:00,1718794803,0.565
06/19/2024 12:00,1718798403,0.565
06/19/2024 13:00,1718802004,0.565
06/19/2024 14:00,1718805603,0.565
06/19/2024 15:00,1718809203,0.565
06/19/2024 16:00,1718812804,0.565
06/19/2024 17:00,1718816403,0.565
06/19/2024 18:00,1718820003,0.565
06/19/2024 19:00,1718823604,0.565
06/19/2024 20:00,1718827203,0.565
06/19/2024 21:00,1718830803,0.565
06/19/2024 22:00,1718834403,0.565
06/19/2024 23:00,1718838004,0.565
06/20/2024 00:00,1718841604,0.565
06/20/2024 01:00,1718845203,0.565
06/20/2024 02:00,1718848804,0.565
06/20/2024 03:00,1718852404,0.565
06/20/2024 04:00,1718856004,0.565
06/20/2024 05:00,1718859604,0.565
06/20/2024 06:00,1718863204,0.565
06/20/2024 07:00,1718866803,0.565
06/20/2024 08:00,1718870403,0.565
06/20/2024 09:00,1718874003,0.565
06/20/2024 10:00,1718877603,0.565
06/20/2024 11:00,1718881203,0.565
06/20/2024 12:00,1718884803,0.565
06/20/2024 13:00,1718888403,0.565
06/20/2024 14:00,1718892003,0.565
06/20/2024 15:00,1718895603,0.565
06/20/2024 16:00,1718899203,0.565
06/20/2024 17:00,1718902803,0.565
06/20/2024 18:00,1718906403,0.565
06/20/2024 19:00,1718910003,0.565
06/20/2024 20:00,1718913603,0.565
06/20/2024 21:00,1718917203,0.565
06/20/2024 22:00,1718920803,0.565
06/20/2024 23:00,1718924403,0.565
06/21/2024 00:00,1718928003,0.565
06/21/2024 01:00,1718931603,0.565
06/21/2024 02:00,1718935203,0.565
06/21/2024 03:00,1718938803,0.565
06/21/2024 04:00,1718942403,0.565
06/21/2024 05:00,1718946003,0.565
06/21/2024 06:00,1718949603,0.565
06/21/2024 07:00,1718953203,0.565
06/21/2024 08:00,1718956803,0.565
06/21/2024 09:00,1718960403,0.565
06/21/2024 10:00,1718964003,0.565
06/21/2024 11:00,1718967604,0.565
06/21/2024 12:00,1718971203,0.565
06/21/2024 13:00,1718974803,0.565
06/21/2024 14:00,1718978403,0.565
06/21/2024 15:00,1718982003,0.565
06/21/2024 16:00,1718985603,0.565
06/21/2024 17:00,1718989203,0.565
06/21/2024 18:00,1718992803,0.565
06/21/2024 19:00,1718996403,0.565
06/21/2024 20:00,1719000003,0.565
06/21/2024 21:00,1719003603,0.565
06/21/2024 22:00,1719007203,0.565
06/21/2024 23:00,1719010803,0.565
06/22/2024 00:00,1719014402,0.565
06/22/2024 01:00,1719018003,0.565
06/22/2024 02:00,1719021602,0.565
06/22/2024 03:00,1719025203,0.565
06/22/2024 04:00,1719028803,0.565
06/22/2024 05:00,1719032403,0.565
06/22/2024 06:00,1719036003,0.565
06/22/2024 07:00,1719039603,0.565
06/22/2024 08:00,1719043203,0.565
06/22/2024 09:00,1719046803,0.565
06/22/2024 10:00,1719050403,0.565
06/22/2024 11:00,1719054003,0.565
06/22/2024 12:00,1719057603,0.565
06/22/2024 13:00,1719061203,0.565
06/22/2024 14:00,1719064803,0.565
06/22/2024 15:00,1719068404,0.565
06/22/2024 16:00,1719072002,0.575
06/22/2024 17:00,1719075603,0.575
06/22/2024 18:00,1719079203,0.575
06/22/2024 19:00,1719082803,0.575
06/22/2024 20:00,1719086403,0.575
06/22/2024 21:00,1719090003,0.575
06/22/2024 22:00,1719093603,0.575
06/22/2024 23:00,1719097203,0.575
06/23/2024 00:00,1719100803,0.575
06/23/2024 01:00,1719104403,0.575
06/23/2024 02:00,1719108003,0.575
06/23/2024 03:00,1719111603,0.575
06/23/2024 04:00,1719115203,0.575
06/23/2024 05:00,1719118803,0.575
06/23/2024 06:00,1719122403,0.575
06/23/2024 07:00,1719126003,0.575
06/23/2024 08:00,1719129603,0.575
06/23/2024 09:00,1719133203,0.575
06/23/2024 10:00,1719136803,0.575
06/23/2024 11:00,1719140403,0.575
06/23/2024 12:00,1719144003,0.575
06/23/2024 13:00,1719147603,0.575
06/23/2024 14:00,1719151203,0.575
06/23/2024 15:00,1719154803,0.575
06/23/2024 16:00,1719158403,0.575
06/23/2024 17:00,1719162003,0.575
06/23/2024 18:00,1719165603,0.575
06/23/2024 19:00,1719169203,0.575
06/23/2024 20:00,1719172803,0.575
06/23/2024 21:00,1719176403,0.575
06/23/2024 22:00,1719180003,0.575
06/23/2024 23:00,1719183603,0.575
06/24/2024 00:00,1719187203,0.575
06/24/2024 01:00,1719190803,0.575
06/24/2024 02:00,1719194403,0.575
06/24/2024 03:00,1719198003,0.575
06/24/2024 04:00,1719201603,0.575
06/24/2024 05:00,1719205203,0.575
06/24/2024 06:00,1719208802,0.575
06/24/2024 07:00,1719212403,0.575
06/24/2024 08:00,1719216003,0.575
06/24/2024 09:00,1719219603,0.575
06/24/2024 10:00,1719223203,0.575
06/24/2024 11:00,1719226803,0.575
06/24/2024 12:00,1719230403,0.575
06/24/2024 13:00,1719234003,0.575
06/24/2024 14:00,1719237603,0.575
06/24/2024 15:00,1719241203,0.575
06/24/2024 16:00,1719244803,0.575
06/24/2024 17:00,1719248402,0.585
06/24/2024 18:00,1719252003,0.585
06/24/2024 19:00,1719255603,0.585
06/24/2024 20:00,1719259203,0.585
06/24/2024 21:00,1719262803,0.585
06/24/2024 22:00,1719266403,0.585
06/24/2024 23:00,1719270003,0.585
06/25/2024 00:00,1719273603,0.585
06/25/2024 01:00,1719277203,0.585
06/25/2024 02:00,1719280803,0.585
06/25/2024 03:00,1719284403,0.585
06/25/2024 04:00,1719288002,0.585
06/25/2024 05:00,1719291602,0.585
06/25/2024 06:00,1719295203,0.585
06/25/2024 07:00,1719298803,0.585
06/25/2024 08:00,1719302403,0.585
06/25/2024 09:00,1719306003,0.585
06/25/2024 10:00,1719309603,0.585
06/25/2024 11:00,1719313203,0.585
06/25/2024 12:00,1719316803,0.585
06/25/2024 13:00,1719320403,0.585
06/25/2024 14:00,1719324003,0.585
06/25/2024 15:00,1719327603,0.585
06/25/2024 16:00,1719331203,0.595
06/25/2024 17:00,1719334803,0.595
06/25/2024 18:00,1719338402,0.595
06/25/2024 19:00,1719342003,0.595
06/25/2024 20:00,1719345603,0.595
06/25/2024 21:00,1719349203,0.595
06/25/2024 22:00,1719352803,0.595
06/25/2024 23:00,1719356403,0.595
06/26/2024 00:00,1719360003,0.595
06/26/2024 01:00,1719363603,0.595
06/26/2024 02:00,1719367203,0.595
06/26/2024 03:00,1719370803,0.595
06/26/2024 04:00,1719374403,0.595
06/26/2024 05:00,1719378003,0.595
06/26/2024 06:00,1719381603,0.595
06/26/2024 07:00,1719385203,0.595
06/26/2024 08:00,1719388803,0.595
06/26/2024 09:00,1719392403,0.595
06/26/2024 10:00,1719396003,0.595
06/26/2024 11:00,1719399603,0.595
06/26/2024 12:00,1719403203,0.595
06/26/2024 13:00,1719406803,0.595
06/26/2024 14:00,1719410403,0.595
06/26/2024 15:00,1719414003,0.595
06/26/2024 16:00,1719417603,0.595
06/26/2024 17:00,1719421202,0.595
06/26/2024 18:00,1719424802,0.595
06/26/2024 19:00,1719428405,0.595
06/26/2024 20:00,1719432002,0.595
06/26/2024 21:00,1719435602,0.595
06/26/2024 22:00,1719439202,0.595
06/26/2024 23:00,1719442803,0.595
06/27/2024 00:00,1719446402,0.595
06/27/2024 01:00,1719450002,0.595
06/27/2024 02:00,1719453602,0.595
06/27/2024 03:00,1719457202,0.595
06/27/2024 04:00,1719460802,0.595
06/27/2024 05:00,1719464403,0.595
06/27/2024 06:00,1719468002,0.595
06/27/2024 07:00,1719471603,0.595
06/27/2024 08:00,1719475202,0.595
06/27/2024 09:00,1719478803,0.595
06/27/2024 10:00,1719482402,0.595
06/27/2024 11:00,1719486002,0.595
06/27/2024 12:00,1719489603,0.595
06/27/2024 13:00,1719493202,0.595
06/27/2024 14:00,1719496803,0.595
06/27/2024 15:00,1719500403,0.595
06/27/2024 16:00,1719504003,0.595
06/27/2024 17:00,1719507603,0.595
06/27/2024 18:00,1719511203,0.595
06/27/2024 19:00,1719514803,0.595
06/27/2024 20:00,1719518403,0.595
06/27/2024 21:00,1719522003,0.595
06/27/2024 22:00,1719525603,0.595
06/27/2024 23:00,1719529203,0.595
06/28/2024 00:00,1719532803,0.605
06/28/2024 01:00,1719536403,0.605
06/28/2024 02:00,1719540002,0.685
06/28/2024 03:00,1719543603,0.665
06/28/2024 04:00,1719547203,0.635
06/28/2024 05:00,1719550802,0.635
